ATCTUN;ATCKOODI;SELITES;SELITER;DDD;DDDYKSIKKO
13896;L01XC23;elotutsumabi;elotuzumab;;
13871;J05AP52;dasabuviiri, ombitasviiri, paritapreviiri ja ritonaviiri;dasabuvir, ombitasvir, paritaprevir och ritonavir;;
13898;L01XC25;mogamulitsumabi;mogamulizumab;;
13899;L01XC26;inotutsumabi-otsogamisiini;inotuzumab ozogamicin;;
13900;R03AK13;salbutamoli ja beklometasoni;salbutamol och beklometason;;
13901;G03GA10;follitropiinidelta;follitropin delta;12;mcg
13902;L01XE37;rosiletinibi;rociletinib;;
13903;L01XE35;osimertinibi;osimertinib;;
13904;L01XE38;kobimetinibi;cobimetinib;;
13905;L01XX51;talimogeenilaherparepveekki;talimogenlaherparepvec;;
13906;N04BD03;safinamidi;safinamid;75;mg
13907;N07BC51;buprenorfiini, yhdistelmävalmisteet;buprenorfin, kombinationer;0.5;ED
13909;N05CM09;Valerianae radix;Valerianae radix;;
13910;C07FX05;metoprololi ja ivabradiini;metoprolol och ivabradin;;
13912;L04AC13;iksekitsumabi;ixekizumab;2.9;mg
13913;N02AJ14;tramadoli ja deksketoprofeeni;tramadol och dexketoprofen;;
13884;A10BJ05;dulaglutidi;dulaglutid;0.16;mg
13915;J05AP54;elbasviiri ja gratsopreviiri;elbasvir och grazoprevir;1;ED
13916;A03FA08;sinitapridi;cinitaprid;;
13917;A04AD14;rolapitantti;rolapitant;0.18;g
13918;A06AH04;naloksoni;naloxon;;
13920;A16AX13;uridiinitriasetaatti;uridintriacetat;;
13921;C01BA13;hydrokinidiini;hydrokinidin;;
13922;C01EB23;tiatsotiinihappo;tiazotinsyra;;
13923;C07AB14;landiololi;landiolol;;
13924;C07FX06;karvediloli ja ivabradiini;carvedilol och ivabradin;;
13925;C10BX12;atorvastatiini, asetyylisalisyylihappo ja perindopriili;atorvastatin, acetylsalicylsyra och perindopril;;
13926;D03AX13;Betulae cortex;Betulae cortex;;
13927;D11AX23;aminobentsoaattikalium;aminobensoatkalium;;
13928;D11AX24;deoksikoolihappo;deoxicholsyra;;
13929;G04BD13;desfesoterodiini;desfesoterodin;3.5;mg
13897;L01XC24;daratumumabi;daratumumab;;
13931;J01FA16;solitromysiini;solithromycin;;
13932;J05AF13;tenofoviirialafenamidi;tenofoviralafenamid;25;mg
13933;J06BB21;betslotoksumabi;bezlotoxumab;;
13934;J05AP55;sofosbuviiri ja velpatasviiri;sofosbuvir och velpatasvir;1;ED
13935;L01XE39;midostauriini;midostaurin;;
13936;L01XE40;olmutinibi;olmutinib;;
13937;L01XX52;venetoklaksi;venetoclax;;
13938;L01XX53;vosaroksiini;vosaroxin;;
13939;L03AA16;empegfilgrastiimi;empegfilgrastim;;
13940;L04AA36;okrelitsumabi;ocrelizumab;3.29;mg
13941;L04AA37;barisitinibi;baricitinib;4;mg
13942;L04AC14;sarilumabi;sarilumab;14.3;mg
13943;M02AA28;piketoprofeeni;piketoprofen;;
13944;M05BX05;burosumabi;burosumab;;
13946;N02AJ15;tramadoli ja muut analgeetit (ei opioidi);tramadol och andra analgetika;;
13947;N05AX17;pimavanseriini;pimavanserin;;
13948;N05BA24;bentatsepaami;bentazepam;75;mg
13949;P01BX02;arterolaani ja piperakiini;arterolan och piperakin;;
13950;R03AL07;formoteroli ja glykopyrroniumbromidi;formoterol och glycopyrroniumbromid;;
13951;S01FB51;fenyyliefriini ja ketorolaakki;fenylefrin och ketorolac;;
13952;V03AE09;patiromeerikalsium;patiromerkalcium;8.4;g
13953;V09IX09;gallium(68Ga)edotreotidi;gallium(68Ga)edotreotid;;
13954;V09IX10;fluoroetyyli-L-tyrosiini(18F);fluoretyl-L-tyrosin(18F);;
13955;V04CE03;metasetiini(13C);metacetin(13C);;
13956;V09IX11;fluoroestradioli(18F);fluoroestradiol(18F);;
13957;V09IX12;flusikloviini(18F);fluciclovin(18F);;
13962;C07FX;Beetasalpaajat, muut yhdistelmävalmisteet;Beta-receptorblockerare, övriga kombinationer;;
13930;H05BX04;etelkalsetidi;etelkalcetid;2.1;mg
14011;D11AH05;dupilumabi;dupilumab;21.4;mg
14012;J05AP56;sofosbuviiri, velpatasviiri ja voksilapreviiri;sofosbuvir, velpatasvir och voxilaprevir;1;ED
14013;J05AR21;dolutegraviiri ja rilpiviriini;dolutegravir och rilpivirin;;
14014;J05AR20;emtrisitabiini, tenofoviirialafenamidi ja biktegraviiri;emtricitabin, tenofoviralafenamid och biktegravir;;
14015;J05AR22;emtrisitabiini, tenofoviirialafenamidi, darunaviiri ja kobisistaatti;emtricitabin, tenofoviralafenamid, darunavir och cobicistat;1;ED
14016;J06BB22;obiltoksaksimabi;obiltoxaximab;;
14017;V10XX04;lutetium(177Lu)oksodotreotidi;lutetium(177Lu)oxodotreotid;;
14018;N05BX05;lavandulae aetheroleum;lavandulae aetheroleum;;
14019;N05CM19;suvoreksantti;suvorexant;;
14020;N07BA04;sytisiini;cytisin;;
14021;R03AL08;vilanteroli, umeklidiniumbromidi ja flutikasonifuroaatti;vilanterol, umeclidinium bromid och flutikasonfuroat;;
14022;J07BK03;herpes zoster -rokote, puhdistettu antigeeni;vaccin mot herpes zoster, renad antigen;;
14023;L01XC28;durvalumabi;durvalumab;;
13945;M09AX05;aseneuramiinihappo;aceneuramicsyra;;
13964;L01XC27;olaratumabi;olaratumab;;
13965;A10BJ;GLP-1-analogit;GLP-1-analoger;;
13966;A10BK;Natrium-glukoosi-kuljettajaproteiini 2:n (SGLT2) estäjät;Natrium-glukos-kotransportör 2 (SGLT2) hämmare;;
13967;N02AJ01;dihydrokodeiini ja parasetamoli;dihydrokodein och paracetamol;;
13968;N02AJ06;kodeiini ja parasetamoli;kodein och paracetamol;;
13969;N02AJ09;kodeiini ja muut analgeetit (ei opioidi);kodein och andra analgetika;;
13970;N02AJ17;oksikodoni ja parasetamoli;oxikodon och paracetamol;;
13971;N02AJ02;dihydrokodeiini ja asetyylisalisyylihappo;dihydrokodein och acetylsalicylsyra;;
13972;N02AJ07;kodeiini ja asetyylisalisyylihappo;kodein och acetylsalicylsyra;;
13973;N02AJ18;oksikodoni ja asetyylisalisyylihappo;oxikodon och acetylsalicylsyra;;
13975;N02AJ08;kodeiini ja ibuprofeeni;kodein och ibuprofen;;
13976;N02AJ03;dihydrokodeiini ja muut analgeetit (ei opioidi);dihydrokodein och andra analgetika;;
13977;N02AJ19;oksikodoni ja ibuprofeeni;oxikodon och ibuprofen;;
13979;N02AJ08;kodeiini ja ibuprofeeni;kodein och ibuprofen;4;ED
13980;N02AA59;kodeiini, yhdistelmävalmisteet;kodein, kombinationer;;
13981;C07FB13;metoprololi ja amlodipiini;metoprolol och amlodipin;1;ED
13963;N02AJ;Opioidien ja muiden analgeettien yhdistelmävalmisteet;Opioider i kombination med andra analgetika;;
13999;A11CC55;kolekalsiferoli, yhdistelmävalmisteet;kolekalciferol, kombinationer;;
14000;A16AB15;velmanaasi alfa;velmanas alfa;;
14001;A16AB16;idursulfaasi beeta;idursulfas beta;;
14002;A16AB17;serliponaasi alfa;cerliponas alfa;21;mg
14003;A16AB18;vestronidaasi alfa;vestronidas alfa;;
14004;B02BX06;emisitsumabi;emicizumab;15;mg
14005;C09BX03;ramipriili, amlodipiini ja hydroklooritiatsidi;ramipril, amlodipin och hydroklorotiazid;;
14006;C09DA10;fimasartaani ja diureetit;fimasartan och diuretika;;
14007;C10BX13;rosuvastatiini, perindopriili ja indapamidi;rosuvastatin, perindopril och indapamid;;
14008;C10BX14;rosuvastatiini, amlodipiini ja perindopriili;rosuvastatin, amlodipin och perindopril;;
14009;C10BX15;atorvastatiini ja perindopriili;atorvastatin och perindopril;;
14010;D01AE24;tavaboroli;tavaborol;;
14024;L01XC29;bermekimabi;bermekimab;;
14025;L01XD07;padeliporfiini;padeliporfin;;
14026;L01XE41;binimetinibi;binimetinib;;
14027;L01XE42;ribosiklibi;ribociklib;;
14028;L01XE43;brigatinibi;brigatinib;;
14029;L01XX54;niraparibi;niraparib;;
14030;L01XX55;rukaparibi;rukaparib;;
14031;L01XX56;etirinotekaanipegoli;etirinotekan pegol;;
14032;L01XX57;plitidepsiini;plitidepsin;;
14033;L03AA17;pegteograstiimi;pegteograstim;0.3;mg
14034;L03AB15;ropeginterferoni alfa-2b;ropeginterferon alfa-2b;;
14035;L04AC15;sirukumabi;sirukumab;;
14036;L04AC16;guselkumabi;guselkumab;1.79;mg
14037;M01AH07;polmakoksibi;polmacoxib;;
14038;M05BX06;romosotsumabi;romosozumab;;
14039;M09AX06;eteplirseeni;eteplirsen;;
13982;N04BX04;opikaponi;opikapon;50;mg
13983;A16AX14;migalastaatti;migalastat;61.5;mg
13986;A10AE54;glargininsuliini ja liksisenatidi;insulin glargin och lixisenatid;40;U
13987;V20;KIRURGISET SIDOKSET;KIRURGISKA FÖRBAND;;
13990;M09AX07;nusinerseeni;nusinersen;0.1;mg
13991;D06AX14;otsenoksasiini;ozenoxacin;;
13992;J05AP57;glekapreviiri ja pibrentasviiri;glekaprevir och pibrentasvir;3;ED
13993;A02BX14;rebamipidi;rebamipid;0.3;g
13994;A06AX07;plekanatidi;plekanatid;3;mg
13996;A10BD22;metformiini ja evogliptiini;metformin och evogliptin;;
13997;A10BH07;evogliptiini;evogliptin;5;mg
13998;A10BJ06;semaglutidi;semaglutid;0.11;mg
12939;N03AF04;eslikarbatsepiini;eslikarbazepin;0.8;g
12940;L04AC04;rilonasepti;rilonacept;23;mg
12941;L04AC05;ustekinumabi;ustekinumab;0.54;mg
12942;R03DX09;mepolitsumabi;mepolizumab;3.6;mg
12943;L04AC07;tosilitsumabi;tocilizumab;20;mg
12944;L01XA04;satraplatiini;satraplatin;;
12945;L01BC07;atsasitidiini;azacitidin;;
12946;L01BC08;desitabiini;decitabin;;
12947;J07BB03;influenssarokote, elävä heikennetty;vaccin mot influensa, levande försvagat;;
12948;C10AX10;alipogeenitiparvoveekki;alipogentiparvovec;;
12949;R01AX09;hyaluronihappo;hyaluronsyra;;
12950;V09IX05;fluorodopa(18F);fluorodopa(18F);;
12951;V03AB35;sugammadeksi;sugammadex;;
12952;N02AA55;oksikodoni ja naloksoni;oxikodon och naloxon;75;mg
12953;M02AB01;kapsaisiini;capsaicin;;
12954;M02AB02;tsukapsaisiini;zucapsaicin;;
12955;L03AX16;pleriksafori;plerixafor;16.8;mg
13236;A02BD08;vismuttisubsitraatti, metronidatsoli ja tetrasykliini;vismutsubcitrat, metronidazol och tetracyklin;;
13379;G02CX03;Agni casti fructus;Agni casti fructus;;
13380;G02CX04;Cimicifugae rhizoma;Cimicifugae rhizoma;;
13381;D06BX02;ingenolimebutaatti;ingenolmebutat;;
12956;L03AB61;peginterferoni alfa-2a, yhdistelmävalmisteet;peginterferon alfa-2a, kombinationer;;
12957;L01XX38;vorinostaatti;vorinostat;;
12958;L01XX39;romidepsiini;romidepsin;;
12959;L01XC09;katumaksomabi;katumaxomab;;
12960;L01CD03;paklitakselipoliglumeksi;paklitaxelpoliglumex;;
12961;L02BX02;degareliksi;degarelix;2.7;mg
12962;G03AB08;dienogesti ja estradioli;dienogest och estradiol;1;ED
12963;A06AH01;metyylinaltreksonibromidi;metylnaltrexonbromid;6;mg
12964;V03AF10;natriumlevofolinaatti;natriumlevofolinat;30;mg
12965;G04BX14;dapoksetiini;dapoxetin;30;mg
12966;A06AH;Perifeeriset opioidireseptoriantagonistit;Perifera opioidreceptorantagonister;;
12967;N07BC51;buprenorfiini, yhdistelmävalmisteet;buprenorfin, kombinationer;1;ED
12968;G04CA51;alfutsosiini ja finasteridi;alfuzosin och finasterid;;
12969;A10BH04;alogliptiini;alogliptin;25;mg
12970;L01AA09;bendamustiini;bendamustin;;
13133;C10BX04;simvastatiini, asetyylisalisyylihappo ja ramipriili;simvastatin, acetylsalicylsyra och ramipril;;
13134;G03AD02;ulipristaali;ulipristal;30;mg
13135;L01XE12;vandetanibi;vandetanib;;
13136;A16AB10;velagluseraasi alfa;velagluceras alfa;300;U
13137;C01BG11;vernakalantti;vernakalant;0.2;g
12971;J01DH05;biapeneemi;biapenem;1.2;g
12972;C07FX04;bisoprololi ja asetyylisalisyylihappo;bisoprolol och acetylsalicylsyra;;
12973;B05AX03;veriplasma;blodplasma;;
12974;L04AC08;kanakinumabi;kanakinumab;2.7;mg
12975;N03AX19;karisbamaatti;karisbamat;;
12976;J01DE03;kefotsopraani;cefozopran;4;g
12978;M05BX04;denosumabi;denosumab;0.33;mg
12979;S02AA16;ofloksasiini;ofloxacin;;
12980;J05AX10;maribaviiri;maribavir;;
12981;G03AA14;nomegestroli ja estradioli;nomegestrol och estradiol;1;ED
12982;L01XC10;ofatumumabi;ofatumumab;;
12983;R02AX01;flurbiprofeeni;flurbiprofen;44;mg
12984;C09DX02;valsartaani ja aliskireeni;valsartan och aliskiren;;
12985;C09DX01;valsartaani, amlodipiini ja hydroklooritiatsidi;valsartan, amlodipin och hydroklorotiazid;1;ED
13138;L04AA28;belatasepti;belatacept;12.5;mg
13139;L04AA26;belimumabi;belimumab;25;mg
13140;R06AX29;bilastiini;bilastin;20;mg
13141;L01DB11;piksantroni;pixantron;;
13142;L01XX40;omasetaksiinimepesuksinaatti;omacetaxinmepesuccinat;;
13143;M01AE52;naprokseeni ja esomepratsoli;naproxen och esomeprazol;0.5;g
13144;C08CA16;klevidipiini;clevidipin;;
13145;M09AB02;clostridium histolyticum -kollagenaasi;kollagenas från clostridium histolyticum;0.9;mg
13146;L04AA27;fingolimodi;fingolimod;0.5;mg
13147;G02CX02;flibanseriini;flibanserin;;
13148;C09DB05;irbesartaani ja amlodipiini;irbesartan och amlodipin;;
13149;G03XC03;lasofoksifeeni;lasofoxifen;0.5;mg
13150;N06BA12;lisdeksamfetamiini;lisdexamfetamin;30;mg
13151;G03AA15;kloorimadinoni ja etinyyliestradioli;klormadinon och etinylestradiol;;
12986;C09DB04;telmisartaani ja amlodipiini;telmisartan och amlodipin;;
12987;N02AX06;tapentadoli;tapentadol;0.4;g
12988;C10BA03;pravastatiini ja fenofibraatti;pravastatin and fenofibrat;;
12989;V09FX04;natriumjodidi(124I);natriumjodid(124I);;
12990;B01AC22;prasugreeli;prasugrel;10;mg
12991;A10BD09;pioglitatsoni ja alogliptiini;pioglitazon och alogliptin;1;ED
12992;R03AC18;indakateroli;indakaterol;0.15;mg
12993;A10BH03;saksagliptiini;saxagliptin;5;mg
12994;L04AB06;golimumabi;golimumab;1.66;mg
12995;L01CA05;vinfluniini;vinflunin;;
12996;A01AD08;bekaplermiini;becaplermin;;
12997;A04AD13;kasopitantti;casopitant;;
12998;A06AH02;alvimopaani;alvimopan;;
12999;A10BX08;mitiglinidi;mitiglinid;30;mg
13000;B02BX05;eltrombopagi;eltrombopag;50;mg
13152;C10AB11;koliinifenofibraatti;kolinfenofibrat;0.135;g
13153;C07FB07;bisoprololi ja amlodipiini;bisoprolol och amlodipin;1;ED
13154;B01AC23;silostatsoli;cilostazol;0.2;g
13157;V09AX03;jodi(124I) 2beeta-karbometoksi-3beeta-(4 jodofenyyli)-tropaani;jod (124I) 2beta-karbometoxi-3beta-(4 jodofenyl)-tropan;;
13159;A10BH05;linagliptiini;linagliptin;5;mg
13160;A16AB11;taligluseraasi alfa;taligluceras alfa;;
13161;B01AC24;tikagrelori;ticagrelor;0.18;g
13162;B01AC56;asetyylisalisyylihappo ja protonipumpun estäjä;acetylsalicylsyra i kombination med protonpumphämmäre;;
13163;C01BD07;dronedaroni;dronedaron;0.8;g
13164;C01CA25;ametsiniummetilsulfaatti;ameziniummetilsulfat;30;mg
13165;C05AA12;triamsinoloni;triamcinolon;;
13166;C05CX02;naftatsoni;naftazon;;
13304;C05CX03;hevoskastanjansiemenet;hästkastanjfrö;;
13305;A02BC06;dekslansopratsoli;dexlansoprazol;30;mg
13315;R01AD58;flutikasoni, yhdistelmävalmisteet;flutikason, kombinationer;4;ED
13459;L01XC12;brentuksimabivedotiini;brentuximab vedotin;;
13460;A06AX04;linaklotidi;linaklotid;0.29;mg
13461;A10BD13;metformiini ja alogliptiini;metformin och alogliptin;2;ED
13462;A16AX09;glyserolifenyylibutyraatti;glycerolfenylbutyrat;15;g
13464;B03XA04;peginesatidi;peginesatid;;
13001;B05AX;Muut verivalmisteet;Övriga blodprodukter;;
13002;B05AX01;erytrosyytit (punasolut);erytrocyter (röda blodkroppar);;
13003;B05AX02;trombosyytit (verihiutaleet);trombocyter (blodplättar);;
13004;B05AX04;kantasolut napanuoraverestä;stamceller från navelsträngsblod;;
13005;B05XA17;kaliumasetaatti;kaliumacetat;;
13006;C01EB21;regadenosoni;regadenoson;0.4;mg
13007;C09BB03;lisinopriili ja amlodipiini;lisinopril och amlodipin;;
13008;C09DX;Angiotensiini II -reseptorin salpaajat, muut yhdistelmävalmisteet;Angiotensin II-receptor blockerare (ARB), övriga kombinationer;;
13009;D06BB53;asikloviiri, yhdistelmävalmisteet;aciklovir, kombinationer;;
13010;D10AX05;dapsoni;dapson;;
13011;G03GA09;korifollitropiini alfa;korifollitropin alfa;0.15;mg
13012;G03XC02;batsedoksifeeni;bazedoxifen;20;mg
13013;G04CA04;silodosiini;silodosin;8;mg
13014;G04CA52;tamsulosiini ja dutasteridi;tamsulosin och dutasterid;1;ED
13167;C09BB06;enalapriili ja nitrendipiini;enalapril och nitrendipin;;
13168;C09DX03;olmesartaanimedoksomiili, amlodipiini ja hydroklooritiatsidi;olmesartanmedoxomil, amlodipin och hydroklorotiazid;1;ED
13169;G03AD;Jälkiehkäisy;Akut preventivmedel;;
13170;J01DI02;keftaroliinifosamiili;ceftarolinfosamil;1.2;g
13171;J01MA21;sitafloksasiini;sitafloxacin;0.1;g
13172;L01XA05;polyplatillen;polyplatillen;;
13173;L01XE13;afatinibi;afatinib;;
13174;L01XX41;eribuliini;eribulin;;
13175;L03AB12;albinterferoni alfa-2b;albinterferon alfa-2b;;
13176;L04AC09;briakinumabi;briakinumab;;
13177;L04AD03;voklosporiini;voclosporin;;
13178;M01AE18;naproksisinodi;naproxcinod;;
13179;M01AX26;avokado- ja soijaöljy, saippuoitumattomat;avokado- och sojaolja, icke-förtvålningsbara;;
13180;M02AX05;idrosilamidi;idrocilamid;;
13316;L02BX03;abirateroni;abirateron;1;g
13317;D06BB12;Camellia sinensis (vihreä tee);Camellia sinensis (grönt te);;
13320;A10BK01;dapagliflotsiini;dapagliflozin;10;mg
13321;B02BD11;katridekakogi;catridecacog;;
13322;C09CA09;atsilsartaanimedoksomiili;azilsartan medoxomil;40;mg
13323;C09DB06;losartaani ja amlodipiini;losartan och amlodipin;;
13324;C10AX11;mipomerseeni;mipomersen;;
13325;D03AX11;natriumkloriitti;natriumklorit;;
13326;G04BX15;pentosaanipolysulfaattinatrium;pentosanpolysulfatnatrium;0.3;g
13327;H01AC06;tesamoreliini;tesamorelin;;
13328;H01CB05;pasireotidi;pasireotid;1.2;mg
13329;J01CA19;aspoksisilliini;aspoxicillin;4;g
13330;J01DC12;kefminoksi;cefminox;4;g
13465;D01AC17;eberkonatsoli;eberkonazol;;
13466;G04CA53;tamsulosiini ja solifenasiini;tamsulosin och solifenacin;1;ED
13467;J05AR09;emtrisitabiini, tenofoviiridisoproksiili, elvitegraviiri ja kobisistaatti;emtricitabin, tenofovirdisoproxil, elvitegravir och cobicistat;1;ED
13469;J07BF04;oraalinen poliorokote, bivalentti, elävä heikennetty virus;vaccin mot polio, bivalent, levande försvagat virus, oral;;
13470;L02AE04;triptoreliini;triptorelin;0.1;mg
13471;G03XB02;ulipristaali;ulipristal;5;mg
13472;J01GB01;tobramysiini;tobramycin;0.112;g
13473;L02AE02;leuproreliini;leuprorelin;60;mcg
13474;J07AH10;meningokokkibakteeri A, puhdistettu polysakkaridi antigeeniin konjugoitu;meningokock grupp A, renad polysackarid antigen, konjugatvaccin;;
13475;L01XC13;pertutsumabi;pertuzumab;;
13476;L01XE21;regorafenibi;regorafenib;;
13477;L01XE22;masitinibi;masitinib;;
13478;L01XX43;vismodegibi;vismodegib;;
13479;L03AA14;lipegfilgrastiimi;lipegfilgrastim;0.3;mg
13480;L04AA29;tofasitinibi;tofacitinib;10;mg
13015;H05BX03;dokserkalsiferoli;doxerkalciferol;;
13016;J01DD17;kefkapeeni;cefkapen;0.45;g
13017;D08AJ08;bentsetoniumkloridi;bensetoniumklorid;;
13018;L01XE10;everolimuusi;everolimus;;
13019;R02AX;Muut nielun sairauksien lääkkeet;Övriga medel vid sjukdomar i svalg;;
13020;N02BG10;kannabinoidit;kannabinoider;42;mg
13021;N02AX05;meptatsinoli;meptazinol;1.2;g
13022;L01XE11;patsopanibi;pazopanib;;
13023;N07AX03;sevimeliini;cevimelin;90;mg
13024;N05AH05;asenapiini;asenapin;20;mg
13025;N06BA11;deksmetyylifenidaatti;dexmetylfenidat;15;mg
13026;M03BX09;eperisoni;eperison;0.15;g
13027;M04AX02;peglotikaasi;peglotikas;0.57;mg
13029;L01BA05;pralatreksaatti;pralatrexat;;
13030;J01XX10;basitrasiini;bacitracin;;
13031;J01EA03;iklapriimi;iclaprim;;
13032;J01XA04;dalbavansiini;dalbavancin;1.5;g
13181;M05BB05;alendronaatti, kalsium ja kolekalsiferoli, sekventiaalivalmisteet;alendronat, kalcium och kolekalciferol, sekvenspreparat;10;mg
13182;M09AX02;rustosolut, autologiset;chondrocyt, autolog;;
13183;N03AX21;retigabiini;retigabin;0.9;g
13184;N07XX07;fampridiini;fampridin;20;mg
13185;P01BF;Artemisiini ja sen johdokset, yhdistelmävalmisteet;Artemisinin och derivat, kombinationer;;
13186;S01AE08;besifloksasiini;besifloxacin;;
13187;V09IA07;teknetium(99mTc)hynic-oktreotidi;teknetium(99mTc)hynik-oktreotid;;
13188;V09IX08;fluoroetyylikoliini(18F);fluoroetylkolin(18F);;
13189;N05AX13;paliperidoni;paliperidon;2.5;mg
13190;R05CB16;mannitoli;mannitol;0.8;g
13192;A10BD10;metformiini ja saksagliptiini;metformin och saxagliptin;2;ED
13193;A10BD11;metformiini ja linagliptiini;metformin och linagliptin;2;ED
13194;A16AX08;teduglutidi;teduglutid;5;mg
13195;B01AA12;fluindioni;fluindion;;
13332;L01XE14;bosutinibi;bosutinib;;
13333;L01XE15;vemurafenibi;vemurafenib;;
13334;L01XE16;kritsotinibi;krizotinib;;
13335;L01XE17;aksitinibi;axitinib;;
13336;L01XE18;ruksolitinibi;ruxolitinib;;
13337;L03AX17;sipuleucel-T;sipuleucel-T;;
13338;L04AC10;sekukinumabi;secukinumab;10;mg
13339;M01AC56;meloksikaami, yhdistelmävalmisteet;meloxikam, kombinationer;;
13340;M01AE56;naprokseeni ja misoprostoli;naproxen och misoprostol;;
13341;N03AX22;perampaneeli;perampanel;8;mg
13342;N06AX25;Hyperici herba;Hyperici herba;;
13343;N07BC05;levometadoni;levometadon;15;mg
13344;N07XX08;tafamidiisi;tafamidis;20;mg
13345;S01LA05;aflibersepti;aflibercept;;
13346;J01DF01;atstreonaami;aztreonam;0.225;g
13481;N05AE05;lurasidoni;lurasidon;60;mg
13482;N06CA03;fluoksetiini ja psyykenlääke;fluoxetin och psykofarmaka;;
13483;R05CA12;hederae helicis folium;hederae helicis folium;;
13484;R06AX31;kifenadiini;kifenadin;;
13485;S01XA19;autologiset limbaaliset kantasolut;limbala stamceller, autologa;;
13486;L01XX44;aflibersepti;aflibercept;;
13488;A10BJ03;liksisenatidi;lixisenatid;20;mcg
13489;A08AA11;lorkaseriini;lorkaserin;;
13490;A10BD14;metformiini ja repaglinidi;metformin och repaglinid;;
13491;A10BK02;kanagliflotsiini;kanagliflozin;0.2;g
13492;A10BH06;gemigliptiini;gemigliptin;50;mg
13493;C01BC09;etasitsiini;etacizin;;
13494;C01EB22;meldonium;meldonium;;
13495;C08GA02;amlodipiini ja diureetit;amlodipin och diuretika;;
13033;J01XA05;oritavansiini;oritavancin;;
13034;J05AR07;stavudiini, lamivudiini ja nevirapiini;stavudin, lamivudin och nevirapin;;
13035;J07AH08;meningokokkibakteeri A, C, Y, W-135, tetravalentti puhdistettu polysakkaridi antigeeniin konjugoitu;meningokock A, C, Y, W-135, tetravalent renad polysackarid antigen, konjugatvaccin;;
