vnr	ATC	valmiste	vahvuus	vahvuus_num	pkoko	pkoko_num
542977	J04BA02	DAPSON	50MG		100	100
543033	B01AC06	PRIMASPAN	750MG	750	100	100
543047	N02CC04	RIZATRIPTAN STADA	10 mg	10	6	6
543074	C07AB04	ESPESIL	200MG	200	30	30
543082	C07AB04	ESPESIL	200 MG	200	100	100
543086	C10AA07	ROSUVASTATIN ACTAVIS	20 MG	20	28 FOL	28
543090	C07AB04	ESPESIL	400MG	400	30	30
543108	C07AB04	ESPESIL	400 MG	400	100	100
543165	J04AC01	TUBILYSIN	300MG	300	30	30
543173	J04AC01	TUBILYSIN	300MG	300	100	100
543183	C01CA06	FENYLEFRIN UNIMEDIC	0.1 mg/ml	0.1	10 x 5 ml	10
543194	A10AC01	INSUMAN BASAL	100 IU/ML	100	5 X 3 ML	15
543215	D07XB02	TRICORT-S	0.002	0.002	30ML	30
543223	D07XB02	TRICORT-S	0.002	0.002	100ML	100
543239	L04AX03	EBETREX	20 mg/ml	20	0.375 ml	0.37
543249	V03AF03	ANTREX	15 MG	15	10	10
543256	V03AF03	ANTREX	15 MG	15	100	100
543272	R06AX27	DESLORATADIN ORION	5 mg	5	30	30
543330	C07AA03	VISKEN	10 MG	10	98	98
543348	C07AA03	VISKEN	15 MG	15	98	98
543349	L01XX54	ZEJULA	100 mg	100	84 x 1	84
543357	B01AB05	INHIXA	10000 IU (100 mg) / 1 ml	10000	10 x 1 ml	10
543456	A10AB01	INSUMAN RAPID	100 IU/ML	100	5 X 3 ML	15
543505	J01XD01	METRONIDAZOL BAXTER	5 mg/ml	5	100 ml	100
543571	S01EE03	BIMATOPROST SANDOZ	"0,3 MG/ML"	0.3	3 X 3 ML	9
543751	L01CA02	ONCOVIN	1MG/ML	1	1ML	1
543755	R03DC03	MONTELUKAST ASPEN	10 MG	10	98 FOL	98
543801	A10BB07	GLIPIZID GENERICS	5MG	5	100 FOL	100
543820	S01FA56	MYDRANE	0.2 mg/ml + 3.1 mg/ml + 10 mg/ml		20	0.6
543827	B02BD02	REFACTO	500 IU	500	1	1
543835	B02BD02	REFACTO	1000 IU	1000	1	1
543892	C03EA01	MODURETIC			100 FOL	100
543942	D03AX01	IODOSORB			7X3G	7
543967	D03AX01	IODOSORB			50G	50
543991	A02BX02	ANTEPSIN	1G	1	60	60
544007	A02BX02	ANTEPSIN	1G	1	120	120
544023	L02BA01	TADEX	10MG	10	100	100
544027	A10BH01	JANUVIA	25 mg	25	98	98
544239	D01BA02	LAMISIL	250MG	250	14 FOL	14
544247	D01BA02	LAMISIL	250MG	250	28 FOL	28
544260	L03AA02	NIVESTIM	48 MU / 0.5 ml	48	5 x 0.5 ml	5
544374	L01XX47	ZYDELIG	150 MG	150	60 KPL	60
544385	J06BA02	PRIVIGEN	100 mg/ml	100	400 ml	400
544445	G03GA05	GONAL-F	37.5IU	37.5	1+SOL	1
544452	L02AB02	FARLUTAL	200MG	200	100	100
544460	G03GA05	GONAL-F	37.5IU	37.5	3+SOL	3
544487	C09DA01	LOSATRIX COMP	"50/12,5 MG"		100 KPL	100
544726	R05CB01	FABROL	200MG	200	30	30
544781	N02AB03	EFFENTORA	200 mikrog	200	4	4
544791	C08CA05	ENILEVOL	5MG	5	30	30
544809	C08CA05	ENILEVOL	5MG	5	100	100
544816	B03XA01	NEORECORMON	4000 IU	4000	"6 X 0,3 ML"	6
544848	N02AA05	OXYCODONE VITABALANS	10 mg	10	30	30
544891	A10BA02	ORAMET	850 MG	850	100 FOL	100
544932	R05FA02	SIR EPHEDRIN PAEDIATR			500ML	500
544940	J01AA02	VIBRA-TABS	100 mg	100	6	6
544957	J01AA02	VIBRA-TABS	100 mg	100	8	8
544965	J01AA02	VIBRA-TABS	100 mg	100	10	10
545046	C09AA01	LOPRIL	25MG	25	30	30
545053	C09AA01	LOPRIL	25 MG	25	100	100
545061	C09AA01	LOPRIL	50MG	50	30	30
545079	C09AA01	LOPRIL	50 MG	50	100	100
545090	N04BC05	OPRYMEA	"2,1 MG"	2.1	100 FOL	100
545104	L01XC02	MABTHERA	1400 mg	1400	1400 mg	1
545135	S01ED51	DORZOLAMID/TIMOLOL ACTAVIS	20 MG/ML+5 MG/ML		5 ML	5
545137	G03FB06	DIVINA	2 MG + 2 MG/10 MG		21 FOL	21
545145	G03FB06	DIVINA	2 MG + 2 MG/10 MG		3 X 21 FOL	63
545176	G03HB01	CYPRETYL	2 MG/35 MIKROG		3 X 21 FOL	63
545221	B02BD04	BENEFIX	3000 IU	3000	3000 IU + 5 ml	1
545229	L04AC14	KEVZARA	200 mg	200	200 mg	1
545319	A02BC02	SOMAC	20 MG	20	100	100
545322	A08AB01	ORLISTAT STADA	120 mg	120	84	84
545368	L04AX03	TREXAN	"2,5 MG"	2.5	100	100
545376	L04AX03	TREXAN	10 MG	10	100	100
545392	A02BC02	SOMAC	20MG	20	100 FOL	100
545394	N02AX02	TRAMADOL KRKA	150 mg	150	20	20
545455	N04BC04	ROPINIROL KRKA	4 MG	4	84 FOL	84
545459	A02BC02	SOMAC	20MG	20	14	14
545463	N06AB06	SERTRALIN RATIOPHARM	100 MG	100	100 FOL	100
545467	A02BC02	SOMAC	20 MG	20	14 FOL	14
545475	A02BC02	SOMAC	20MG	20	28	28
545484	N05AH04	QUETIAPIN HEXAL	50 mg	50	10	10
545488	N05AH04	QUETIAPINE TEVA	300 MG	300	100 FOL	100
545494	A10AD01	INSUMAN COMB 25	100 IU/ML	100	5 X 3 ML	15
545524	N06AX21	DULOXETINE RATIOPHARM	60 MG	60	28 FOL	28
545558	R01AX03	ATROVENT NASAL	20 mikrog/annos	20	15 ml	180
545582	N05AF05	CISORDINOL	20 MG/ML	20	20 ML	20
545590	N05AF05	CISORDINOL	20MG/ML	20	100ML	100
545608	N05AF05	CISORDINOL	2MG/ML	2	250ML	250
545609	N06BA07	MODAFINIL ORION	100 mg	100	90	90
545639	G04BD08	SOLIFENACIN KRKA	5 mg	5	30	30
545657	A02BC02	SOMAC	20 MG	20	28 FOL	28
545663	M01AH05	ETORICOXIB KRKA	30 mg	30	30	30
545665	A02BC02	SOMAC	20MG	20	56	56
545673	A02BC02	SOMAC	20 MG	20	56 FOL	56
545681	D06AX09	BACTROBAN	0.02	0.02	15 g	15
545736	N04BD03	XADAGO	50 mg	50	100	100
545743	C10AA05	ATORVASTATIN ORION	20 MG	20	30 FOL	30
545771	N03AX16	PREGABALIN ACCORD	75 mg	75	14	14
545806	N05AF05	CISORDINOL	2MG	2	50	50
545814	N05AF05	CISORDINOL	2MG	2	100	100
545830	N05AF05	CISORDINOL	10MG	10	50	50
545848	N05AF05	CISORDINOL	10 MG	10	100	100
545863	N05AF05	CISORDINOL	25MG	25	50	50
545871	N05AF05	CISORDINOL	25 MG	25	100	100
545996	V01AA05	ALUTARD SQ KOIVU			1	1
546002	V01AA05	ALUTARD SQ KOIVU	100000SQ-E/ML	100000	5 ML	5
546044	V01AA05	ALUTARD SQ TIMOTEI/TIMOTEJ			1	1
546051	V01AA05	ALUTARD SQ TIMOTEI	100000SQ-E/ML	100000	5 ML	5
546184	N02BE01	PARA-TABS	500 MG	500	30	30
546192	N02BE01	PARA-TABS	500 MG	500	100	100
546198	N02CC03	ZOLMITRIPTAN SANDOZ	2.5 mg	2.5	6	6
546200	A02BA04	NIZAX	150MG	150	14 FOL	14
546226	J01DD08	SUPRACEF	200MG	200	21 FOL	21
546234	B03XA01	EPREX	2000IU/ML	2000	6X0.5ML	3
546242	D09AA12	BACTIGRAS	0.5% (10X10CM)		10	10
546251	N03AX16	PREGABALIN SANDOZ GMBH	75 mg	75	14	14
546270	R03AK06	SALFLUMIX EASYHALER	50 mikrog / 250 mikrog / annos		60	60
546325	D07AB02	LOCOID CRELO	0.001	0.001	30G	30
546333	D07AB02	LOCOID CRELO	0.001	0.001	100G	100
546345	L04AX06	IMNOVID	3 mg	3	21	21
546507	A11CC03	ETALPHA	"0,5 MIKROG"	0.5	100 FOL	100
546522	N05BA06	LORAZEPAM ORION	1 mg	1	30	30
546524	N06DX01	MEMANTIN ORION	10 MG	10	30 FOL	30
546651	R06AX22	EBASTIN ORION	20 mg	20	100	100
546713	C10AA03	PRAVACHOL	20MG	20	100	100
546722	C09DA03	VALSARTAN/HYDROCHLOROTHIAZIDE RATIOPHARM	"80/12,5 MG"		98 FOL	98
546838	J01CE01	BENZYLPENICILLIN PANPHARMA	1.2 g	1.2	10 x 1.2 g	10
546862	L03AB08	BETAFERON	250 mikrog/ml	250	15 x (3 ml + 1.2 ml)	15
546903	M01AE03	ORUDIS	100 MG	100	100	100
546911	M01AE03	ORUDIS	200 MG	200	100	100
546929	M01AE03	ORUDIS	200MG	200	30	30
547046	L01CA04	VINORELBIN EBEWE	10 mg/ml	10	5 x 1 ml	5
547125	N02AX02	TRAMADOL GEA	50MG/ML	50	5X2ML	10
547129	A10BK02	INVOKANA	100 mg	100	30 x 1	30
547154	A07EC02	SALOFALK	1 G	1	30 KPL	30
547171	N05AH04	KETIPINOR	400 MG	400	60 FOL	60
547203	L02AE02	LEUPRORELIN SANDOZ	5 MG	5	1 KPL	1
547271	N01BB09	ROPIVACAIN FRESENIUS KABI	5 mg/ml	5	5 x 10 ml	5
547303	B03XA01	EPORATIO	"2000 IU/0,5 ML"	2000	"6 X 0,5 ML"	6
547392	H01AC01	OMNITROPE	10 mg / 1.5 ml	10	1.5 ml	1
547497	M01AE02	NAPROMETIN	500MG	500	15	15
547502	N06AX11	MIRTAZAPINE AUROBINDO	30 MG	30	30 FOL	30
547505	M01AE02	NAPROMETIN	500MG	500	30	30
547513	M01AE02	NAPROMETIN	500MG	500	100	100
547612	A02BX02	ANTEPSIN	1G	1	60 FOL	60
547620	A02BX02	ANTEPSIN	1G	1	120 FOL	120
547702	S01EE01	LATANOPROST ACTAVIS	50 MIKROG/ML	50	"2,5 ML"	2.5
547729	G03GA06	PUREGON	100IU	100	0.5ML	0.5
547778	G03GA06	PUREGON	100IU	100	5X0.5ML	5
547794	A06AC01	VI-SIBLIN S		1	20X4 G	80
547836	G03GA06	PUREGON	150IU	150	0.5ML	0.5
547869	G03GA06	PUREGON	150IU	150	5X0.5ML	5
547877	G03GA06	PUREGON	200IU	200	0.5ML	0.5
547885	G03GA06	PUREGON	200IU	200	5X0.5ML	5
547893	G03GA06	PUREGON	50IU	50	0.5ML	0.5
547901	G03GA06	PUREGON	50IU	50	5X0.5ML	5
547919	C08DA01	VERPAMIL	120MG	120	30	30
547925	B05BB02	PLASMALYTE GLUCOS	50 mg/ml	50	20 x 500 ml	20
547927	C08DA01	VERPAMIL	120 MG	120	100	100
547943	N05BA04	OPAMOX	50 MG	50	30	30
547950	N05BA04	OPAMOX	50 MG	50	100	100
547968	N05BA04	OPAMOX	15 MG	15	30	30
547976	N05BA04	OPAMOX	15 MG	15	100	100
547984	H01BA02	DESMOPRESSIN DUMEX-ALPHARMA	10MIKROG/DOS	10	5ML	5
547992	L02BG01	ORIMETEN	250MG	250	100 FOL	100
548019	N02AB03	EFFENTORA	100 MIKROG	100	28 FOL	28
548117	C09AA04	PERINDOPRIL RATIOPHARM	4 mg	4	90	90
548220	J05AF13	VEMLIDY	25 mg	25	30	30
548278	N02AE01	BUPRENORPHINE ORION	20 mikrog/tunti	20	4	4
548300	J01FA09	CLARITHROMYCIN HEXAL	250 MG	250	14 FOL	14
548377	G04BE08	TADALAFIL STADA	20 mg	20	8	8
548461	J01CF01	DICLOCIL	500MG	500	50	50
548479	J01CF01	DICLOCIL	500MG	500	100	100
548481	G02CX01	ATOSIBAN STRAGEN	6.75 mg / 0.9 ml	6.75	6.75 mg	0.9
548566	A07EC02	ASACOL	400 mg	400	100	100
548722	N06AX21	DULOXETINE MYLAN	60 MG	60	98 FOL	98
548776	M05BA07	OPTINATE	5 MG	5	28 FOL	28
548819	C09CA01	LOSARTAN MEDICAL VALLEY	12.5 mg	12.5	98	98
548899	L01XE10	AFINITOR	2.5 mg	2.5	30	30
548980	G04BE03	SILDENAFIL ORION	100 MG	100	24 FOL	24
549009	C09BB04	COVERAM	10 mg / 10 mg		90	90
549023	N02AE01	BUPRENORPHINE STADA	20 mikrog/tunti	20	12	12
549036	M01AH05	ETORICOXIB RATIOPHARM	120 mg	120	28	28
549132	S01EE01	LATANOPROST SANDOZ	50 MIKROG/ML	50	"2,5 ML"	2.5
549255	N06DX01	MEMANTINE MERZ	20 MG	20	28 FOL	28
549270	D07AD01	DERMOVAT	"0,5 MG/G"	0.5	25 G	25
549383	J01DE01	CEFEPIME NORAMEDA	1 g	1	50 x 1 g	50
549442	C10AA07	ROSUVASTATIN XIROMED	10 mg	10	100	100
549575	H05BX01	MIMPARA	60 MG	60	28 FOL	28
549619	N02AX02	TRAMAL RETARD	150 mg	150	20	20
549685	L01XE10	VOTUBIA	10 mg	10	30	30
549733	C03DA01	SPIRIDON	25MG	25	100	100
549774	S01XA20	OCULAC	50 MG/ML	50	"120 X 0,4 ML"	120
549840	N07CA01	BETASERC	8 MG	8	100	100
549899	R01AD01	BECONASE AQUA	50MIKROG/DOS	50	200 DOS	200
549956	R03BB01	ATROVENT	20MIKROG/DOS	20	15ML/300 DOS	300
549964	M01AH01	CELEBRA	200 MG	200	50 FOL	50
550111	S01AA01	OFTAN CHLORA	10 mg/g	10	3.5 g	3.5
550124	C10AA05	LIPITOR	10 MG	10	30 FOL	30
550236	S01AA01	OFTAN AKVAKOL	5 mg/ml	5	10 ml	10
550244	S01FA01	OFTAN-ATROPIN	5MG/ML	5	10ML	10
550251	S01FA01	OFTAN-ATROPIN	10MG/ML	10	10ML	10
550269	S01CA03	OFTAN C-C	2 mg/ml + 5 mg/ml		4 ml	4
550277	S01BA01	OFTAN DEXA	1MG/ML	1	5ML	5
550343	S01FB01	OFTAN-METAOKSEDRIN	100MG/ML	100	5ML	5
550350	S01HA02	OFTAN OBUCAIN	4MG/ML	4	10ML	10
550374	S02CA05	CETRAXAL COMP	3 mg/ml + 0.25 mg/ml		10 ml	10
550376	S01EB01	OFTAN PILOCARPIN	20MG/ML	20	10ML	10
550392	S01EB01	OFTAN PILOCARPIN	40MG/ML	40	10ML	10
550400	S01FA02	OFTAN-SCOPOLAMIN	2.5MG/ML	2.5	10ML	10
550402	J05AE03	NORVIR	100 mg	100	30	30
550434	S01FA04	OFTAN SYKLO	5MG/ML	5	10ML	10
550442	S01FA04	OFTAN SYKLO	10MG/ML	10	10ML	10
550478	N05AH02	CLOZAPINE ORION	100 mg	100	100	100
550488	G02CX01	ATOSIBAN ACCORD	37.5 mg / 5 ml	37.5	37.5 mg	1
550510	N02AA05	OXYCODONE ORION	5 MG	5	28 FOL	28
550568	C09DA06	CANDEXETIL COMP	32/25 MG		98 FOL	98
550648	L01BC05	GEMCITABIN SUN	10 mg/ml	10	120 ml	120
550665	S01XA20	ARTELAC	"3,2 MG/ML"	3.2	"60 X 0,5 ML"	60
550693	N03AX18	VIMPAT	10 mg/ml	10	20 ml	20
550708	B01AB10	INNOHEP	16000 anti-Xa IU	16000	6 x 0.8 ml	6
550832	N06AB10	ESIPRAL	20 MG	20	28 FOL	28
550845	C09DX04	ENTRESTO	49/51 MG	51.4	28 FOL	28
550897	S01ED01	TIMOSAN	1 mg/g	1	5 g	5
550902	B02BC30	TACHOSIL			9.5 x 4.8 cm	1
551033	N02AB03	EFFENTORA	400 mikrog	400	28	28
551150	A02BA01	TAGAMET	400MG	400	60	60
551244	L01BB04	MAVENCLAD	10 mg	10	4	4
551283	H02AB02	ORADEXON	5MG/ML	5	50X1ML	50
551388	B05BC01	MANNITOL BAXTER VIAFLO	150 mg/ml	150	20 x 500 ml	20
551416	N04AB02	ORFEN	50MG	50	100	100
551481	G02CB04	NORPROLAC	25/50MIKROG		3+3 FOL	6
551515	G02CB04	NORPROLAC	75MIKROG	75	30 FOL	30
551568	B05BC01	MANNITOL BAXTER VIAFLO	150 mg/ml	150	50 x 100 ml	50
551572	H02AB08	LEDERSPAN	20MG/ML	20	1ML	1
551580	N05AA01	KLORPROMAN	200MG	200	100	100
551586	J07BB03	FLUENZ TETRA			10 x 0.2 ml	10
551606	M01AX01	RELIFEX	500 MG	500	100 FOL	100
551655	J01AA07	ORICYCLIN	250MG	250	30	30
551671	J01AA07	ORICYCLIN	250MG	250	100	100
551697	H02AB08	LEDERSPAN	20MG/ML	20	5ML	5
551753	J05AB14	VALGANCICLOVIR ACCORD	450 mg	450	60	60
551779	H01CC01	FYREMADEL	0.25 mg / 0.5 ml	0.25	5 x 0.5 ml	5
551788	B05CB01	NATR CHLORID ISOTON			500ML	500
551790	V03AF01	UROMITEXAN	600 mg	600	10	10
551797	G04BE03	SILDENAFIL PFIZER	50 mg	50	24	24
551838	J01AA07	ORICYCLIN	500 MG	500	20	20
551846	A02BC04	PARIET	10 MG	10	28 FOL	28
551853	A02BC04	PARIET	10 MG	10	56 FOL	56
551861	J01AA07	ORICYCLIN	500 MG	500	100	100
551879	A02BC04	PARIET	20 MG	20	14 FOL	14
551903	J01AA07	ORICYCLIN	500 MG	500	30	30
551904	L01XC02	RIXATHON	100 mg	100	2 x 10 ml	2
551921	C07AB12	NEBIVOLOL ORION	5 MG	5	30 FOL	30
551929	A02BC04	PARIET	20 MG	20	28 FOL	28
551937	A02BC04	PARIET	20 MG	20	56 FOL	56
551986	J01CR02	AUGMENTIN	500MG	500	20 FOL	20
551994	S01BA01	OFTAN DEXA	0.001	0.001	3.5G	3.5
552033	N05AX12	ARIPIPRAZOLE ACCORD HEALTHCARE	30 mg	30	100	100
552080	A10BX02	REPAGLINID STADA	1 mg	1	90	90
552081	N06AB04	SEPRAM	30 mg	30	98	98
552141	A10BA02	ORAMET	500 MG	500	100	100
552152	L01XC08	VECTIBIX	20 mg/ml	20	20 ml	20
552158	A10BA02	ORAMET	850 MG	850	100	100
552182	N04BA02	KARDOPAL	100 MG/25 MG	100	100	100
552190	M01AE01	BURANA	600 MG	600	30 FOL	30
552192	M03AX01	XEOMIN	50 LD50 YKSIKKÖÄ	50	1 KPL	1
552208	M01AE01	BURANA	600 MG	600	100	100
552216	C08CA05	ADALAT	20MG	20	50	50
552224	C08CA05	ADALAT	20 MG	20	100	100
552243	J01DD02	CEFTAZIDIM MIP PHARMA	2 g	2	10 x 2 g	10
552244	M01AH05	ETORICOXIB SANDOZ	120 mg	120	28	28
552257	C09AA02	LINATIL	"2,5 MG"	2.5	100	100
552273	N02CA01	ORSTANORM	"2,5 MG"	2.5	100	100
552281	C09AA02	LINATIL	"2,5 MG"	2.5	30	30
552310	B03XA01	NEORECORMON	3000 IU	3000	6 x 0.3 ml	6
552328	B05BB01	RINGER-ACETAT BAXTER VIAFLO			10 x 1000 ml	10
552338	S01LA01	VISUDYNE	15 mg	15	15 mg	1
552410	G04BE03	SILDENAFIL STADA	50 mg	50	12	12
552413	B05BA10	NUTRIFLEX OMEGA 56/144/40			5 x 1250 ml	5
552479	L04AB05	CIMZIA	200 mg	200	2 x 200 mg	2
552596	M03BC51		35/450 MG		20	20
552612	R03AK06	SERETIDE DISKUS	50/100 MIKROG/ANNOS		60	60
552620	R03AK06	SERETIDE DISKUS	50/250 MIKROG/ANNOS		60	60
552646	R03AK06	SERETIDE DISKUS	50/500 MIKROG/ANNOS		60	60
552711	M01AG02	CLOTAM	10MG/ML	10	250ML	250
552730	C09DB02	OLMESARTAN MEDOXOMIL/AMLODIPINE KRKA	40 mg / 5 mg		98	98
552799	L03AA10	GRANOCYTE	0.105 mg	0.105	5 x (0.105 mg +1 ml)	5
552860	J01CR02	AUGMENTIN	875 mg / 125 mg		14	14
552877	N05CF01	ZOPIKLON MYLAN	"7,5 MG"	7.5	500 KPL	500
552893	N03AF02	TRILEPTAL	150MG	150	50 FOL	50
552901	N03AF02	TRILEPTAL	150 MG	150	100 FOL	100
552919	N03AF02	TRILEPTAL	300 MG	300	50 FOL	50
552976	M03BC51	DOLAN	35/450 MG		50	50
552984	M03BC51	DOLAN	35 MG/450 MG		100	100
553053	N03AX09	LAMOTRIGIN SANDOZ	50 mg	50	56	56
553071	D11AH01	TAKROZEM	0.001	0.001	30 g	30
553107	N05CD02	PACISYN	5 mg	5	100	100
553206	N02CC06	RELERT	40 MG	40	18 FOL	18
553231	C10AA05	ATORVARATIO	10 MG	10	100 FOL	100
553323	J05AX12	TIVICAY	50 mg	50	30	30
553339	N02CC06	RELERT	40 MG	40	6 FOL	6
553349	V03AN01	LÄÄKEHAPPI AWO	1	1	1000 l	1000
553355	L01XA03	OXALIPLATIN ACCORD	5 mg/ml	5	40 ml	40
553404	D07XA01	PANTYSON			100G	100
553479	A03AD01	PAPAVERIN	40MG/ML	40	5X1ML	5
553528	J05AR03	TRUVADA	200 mg / 245 mg		30	30
553651	M01AX05	ARTHRYL	"1,5 G"	1.5	90	90
553685	N07BC02	DOLMED	5MG	5	30	30
553701	R03BA01	BECLOMET EASYHALER	100MIKROG/DOS	100	200DOS	200
553719	R03BA01	BECLOMET EASYHALER	100MIKROG/DOS	100	200 DOS	200
553720	L01XE18	JAKAVI	15 MG	15	56 FOL	56
553727	N06CA55	PERTRIPTYL 2+10	2+10		30	30
553735	N06CA55	PERTRIPTYL 2+10	2+10		100	100
553768	R03BA01	BECLOMET EASYHALER	100 mikrog/annos	100	2 x 200 annosta	400
553776	R03BA01	BECLOMET EASYHALER	400 MIKROG/ANNOS	400	100	100
553784	R03BA01	BECLOMET EASYHALER	400 MIKROG/ANNOS	400	100	100
553792	R03BA01	BECLOMET EASYHALER	400 mikrog/annos	400	2 x 100 annosta	200
553818	A11CC03	ETALPHA	2 MIKROG/ML	2	20 ML	20
553844	L01XE06	DASATINIB SANDOZ	20 mg	20	60	60
553875	L03AB04	ROFERON-A	"6 MILJ IU/0,5 ML"	6	"5 X 0,5 ML"	5
553891	L03AB04	ROFERON-A	"9 MILJ IU/0,5 ML"	9	"5 X 0,5 ML"	5
553923	B02BD02	HELIXATE NEXGEN	500 IU	500	500 IU + 2.5 ml	1
553925	L03AB04	ROFERON-A	"3 MILJ IU/0,5 ML"	3	"5 X 0,5 ML"	5
553933	L03AB04	ROFERON-A	"4,5MILJ IU/0,5ML"	4.5	"5X0,5 ML"	5
554025	N02CC04	RIZATRIPTAN STADA	10 MG	10	18 FOL	18
554031	N02AB03	BREAKYL	200 MIKROG	200	10 KPL	10
554071	S01CA01	OFTAN DEXA-CHLORA			3.5G	3.5
554074	C09AA02	LINATILSAN	5 MG	5	100 FOL	100
554126	N06DA02	DONEPEZIL ORION	5 MG	5	98 FOL	98
554131	L01XC03	TRAZIMERA	150 mg	150	150 mg	1
554143	J05AE10	DARUNAVIR SANDOZ	800 mg	800	30	30
554193	B02BD02	NUWIQ	2500 IU	2500	2500 IU	1
554309	P01BA02	OXIKLORIN	300 MG	300	100 KPL	100
554500	B02BD02	JIVI	2000 IU	2000	2000 IU + 2.5 ml	1
554600	M01AE02	NAPROMETIN	500MG	500	10	10
554659	M01AE02	NAPROMETIN	500MG	500	50	50
554683	J01CE02	MILCOPEN 500	330MG	330	30	30
554875	N03AX14	LEVETIRACETAM ACCORD	250 MG	250	100 FOL	100
555027	N05AH03	OLANZAPIN ORION	15 mg	15	28	28
555047	V01AA03	ACARIZAX			30	30
555115	N02AJ06	PARACETAMOL/CODEIN ORION	500/30 MG		100 FOL	100
555151	R06AX12					
555185	G03CA03	ESTROGEL	"0,6 MG/G"	0.6	80 G	80
555188	N05AX12	ABILIFY MAINTENA	400 MG	400	1 PAKKAUS	1
555196	L04AC10	COSENTYX	150 MG	150	2 KPL	2
555219	N05AB03	PERATSIN	3.2MG/ML	3.2	200ML	200
555227	N05AB03	PERATSIN	4MG	4	30	30
555235	N05AB03	PERATSIN	4 MG	4	100	100
555246	N05AH04	QUETIAPINE ACCORD	50 MG	50	10 FOL	10
555250	N05AB03	PERATSIN	8MG	8	30	30
555268	N05AB03	PERATSIN	8 MG	8	100	100
555284	N05AB03	PERATSIN	2MG	2	30	30
555292	N05AB03	PERATSIN	2 MG	2	100	100
555318	N05AB03	PERATSIN DEPOT	8MG	8	30	30
555326	N05AB03	PERATSIN	8 MG	8	100	100
555381	L04AB02	ZESSLY	100 mg	100	100 mg	1
555433	A02BC04	PARIET	20MG	20	7 FOL	7
555572	S01XA22	JETREA	0.5 mg / 0.2 ml		0.2 ml	1
555578	A02BC05	ESOMEPRAZOL RATIOPHARM	40 MG	40	100 FOL	100
555597	J01FF01	CLINDAMYCIN ORION	150 MG	150	40 FOL	40
555607	N06AB06	ZOLOFT	20MG/ML	20	60ML	60
555637	V08AB10	IOMERON	300 mg I/ml	300	10 x 100 ml	10
555640	N03AX09	LAMICTAL	2 mg	2	30	30
555649	N06CA55	PERTRIPTYL	2 MG/25 MG		100	100
555660	C09DX01	AMLODIPINE/VALSARTAN/HYDROCHLOROTHIAZIDE KRKA	10 mg / 160 mg / 12.5 mg		30	30
555680	N06CA55	PERTRIPTYL	4 MG/25 MG		100	100
555834	J01DH02	MERONEM			10 x 1 g	1
555836	N05AH03	OLANZAPINE MYLAN	"7,5 MG"	7.5	56 FOL	56
555847	A12AA04	CALCICHEW SPEARMINT	500 MG	500	100	100
555870	R03BA05	FLIXOTIDE EVOHALER	50 MIKROG/ANNOS	50	120	120
555881	N05AX12	ARIPIPRAZOLE ACCORD	5 mg	5	28 x 1	28
555935	L01AC01	TEPADINA	15 mg	15	1	1
555979	J01DB01	KEFALEX	750 MG	750	14 FOL	14
555987	J01DB01	KEFALEX	750 MG	750	20 FOL	20
556001	M03BB53	PARAFLEX COMP			100 FOL	100
556002	L04AX03	TREXAN	25 MG/ML	25	(25 MG) 1 ML	1
556019	M03BB53	PARAFLEX COMP			30 FOL	30
556156	C01CA24	EPIPEN JR.	150 MIKROG	150	2 X 2 ML	2
556192	N04BC05	GLEPARK	"0,7 MG"	0.7	100 FOL	100
556217	D01AA02	PIMAFUCIN	0.02	0.02	30 G	30
556237	S01BA01	MONOPEX	1 mg/ml	1	30 x 0.4 ml	30
556241	D07CA01	PIMAFUCORT			30G	30
556250	C09BA03	LISINOPRIL/HYDROCHLOROTHIAZIDE ORION	20 mg / 12.5 mg		100	100
556274	D07CA01	PIMAFUCORT			30G	30
556340	V08AB03	HEXABRIX	320 mg I/ml	320	25 x 20 ml	25
556361	M01AH05	ETORICOXIB STADA	90 mg	90	7	7
556534	L03AA13	PELGRAZ	6 mg	6	6 mg	1
556546	N02AJ13	TRAMADOL/PARACETAMOL KRKA	37.5 mg / 325 mg	37.5	20	20
556624	S03CA04	TERRA-CORTRIL-P			3.5 g	3.5
556873	C09AA05	RAMIPRIL HEXAL	"1,25 MG"	1.25	100 KPL	100
556936	N03AF02	TRILEPTAL	300 MG	300	100 FOL	100
556944	N03AF02	TRILEPTAL	600MG	600	50 FOL	50
556951	N03AF02	TRILEPTAL	600 MG	600	100 FOL	100
556961	D06BB04	WARTEC	5 MG/ML	5	3 ML	3
556964	A10AB04	HUMALOG 200 KWIKPEN	200 U/ML	200	5 X 3 ML	15
556981	G04BD08	SOLIFENACIN ACCORD	5 mg	5	90	90
557039	S01ED51	LATANOPROST/TIMOLOL PFIZER	50 MIKROG/ML + 5 MG/ML		"2,5 ML"	2.5
557107	A02BC03	GASTERIX	15 mg	15	100 (2 x 50)	100
557125	L04AA31	AUBAGIO	14 mg	14	28	28
557173	M01AE01	IBUSAL	400 MG	400	30	30
557181	M01AE01	IBUSAL	400 MG	400	100	100
557209	N03AX09	LAMOTRIGIN SANDOZ	200 mg	200	56	56
557211	J05AB11	VALACICLOVIR TEVA	500 MG	500	10 FOL	10
557283	R03AL03	ANORO ELLIPTA	55 mikrog / 22 mikrog		30 annosta	30
557397	R01AC01	LOMUDAL NASAL	2.6MG/DOS	2.6	2X26ML/170 DOS	340
